"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.RES:WEO(9.0.0)","PAK.NGDP_RPCH.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.062","6.599","1.703","3.494","4.182","3.908","3.638","2.623","5.167","7.691","7.997","5.664","5.111","4.445","1.063","2.265","3.204","3.196","3.856","3.556","3.812","4.072","4.609","6.096","3.120","-0.943","5.770","6.180","-0.212"
"IMF.RES:WEO(9.0.0)","NPL.PCPIPCH.A","OBS_VALUE","Nepal","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","7.677","7.179","8.101","8.326","11.379","3.393","2.435","2.896","4.743","3.963","4.539","7.963","6.203","6.677","12.624","9.565","9.566","8.305","9.873","9.039","7.834","9.924","4.497","4.130","4.624","6.148","3.579","6.371","7.730"
"IMF.RES:WEO(9.0.0)","MDV.TX_RPCH.A","OBS_VALUE","Maldives","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","8.390","12.585","14.900","18.015","-2.609","-3.172","7.373","5.937","9.640","6.654","-36.634","48.530","114.657","-5.032","-3.587","3.899","7.108","1.508","18.865","17.852","11.826","5.861","0.121","-0.316","6.585","-49.019","83.293","14.572","1.365"
"IMF.RES:WEO(9.0.0)","MDV.TM_RPCH.A","OBS_VALUE","Maldives","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","18.522","3.202","21.846","11.134","5.817","-12.313","6.571","-0.130","7.770","18.911","4.517","10.216","46.077","7.314","-15.895","-0.122","17.613","-7.371","14.063","19.036","27.583","22.255","2.194","7.646","2.227","-33.571","13.751","21.100","8.285"
"IMF.RES:WEO(9.0.0)","MDV.GGXCNL_NGDP.A","OBS_VALUE","Maldives","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.662","-2.013","-1.461","-2.251","-3.028","-3.893","-3.966","-3.967","-3.445","-2.257","-7.807","-4.524","-3.158","-9.925","-17.933","-13.580","-8.130","-6.905","-3.487","-2.418","-6.516","-9.928","-3.021","-5.169","-6.543","-23.696","-14.184","-11.158","-13.168"
"IMF.RES:WEO(9.0.0)","PAK.GGXCNL_NGDP.A","OBS_VALUE","Pakistan","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.898","-4.333","-3.865","-4.462","-3.069","-3.212","-2.455","-2.637","-0.118","-1.291","-2.287","-2.786","-4.234","-5.938","-4.531","-5.415","-6.234","-7.743","-7.481","-4.369","-4.739","-3.923","-5.171","-5.673","-7.789","-7.032","-6.041","-7.838","-7.756"
"IMF.RES:WEO(9.0.0)","NPL.GGXCNL_NGDP.A","OBS_VALUE","Nepal","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","-1.481","-2.354","-2.464","-0.338","-0.144","0.245","0.235","-0.671","-0.291","-2.237","-0.672","-0.717","-1.179","1.573","1.357","0.460","1.198","-2.689","-5.833","-4.270","-7.468","-3.979","-3.123","-5.814"
"IMF.RES:WEO(9.0.0)","MDV.NGSD_NGDP.A","OBS_VALUE","Maldives","Gross national savings, Percent of GDP","Annual","Units","24.168","26.657","22.750","24.916","16.296","20.310","19.078","22.434","23.756","16.760","3.264","7.560","12.519","-0.132","17.084","19.409","11.911","20.086","22.428","24.206","24.454","16.292","22.125","21.133","17.091","0.440","16.532","16.733","11.561"
"IMF.RES:WEO(9.0.0)","MDV.NGDP_RPCH.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.377","9.084","10.405","9.789","7.232","4.737","1.450","6.098","14.153","6.031","-11.223","23.606","7.123","8.980","-8.158","6.835","8.573","2.364","6.963","7.801","3.972","6.572","7.055","8.668","7.298","-32.909","37.508","13.826","4.887"
"IMF.RES:WEO(9.0.0)","PAK.PCPIPCH.A","OBS_VALUE","Pakistan","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","13.029","10.774","11.816","7.808","5.732","3.596","4.398","3.540","3.102","4.569","9.275","7.918","7.777","11.996","19.561","10.108","13.658","11.004","7.361","8.621","4.526","2.864","4.775","4.700","6.802","10.739","8.896","12.153","29.181"
"IMF.RES:WEO(9.0.0)","PAK.GGXWDG_NGDP.A","OBS_VALUE","Pakistan","Gross debt, General government, Percent of GDP","Annual","Units","52.329","52.534","52.775","53.816","60.737","61.673","65.148","60.531","56.326","50.609","47.878","46.189","44.209","49.475","54.569","56.716","56.151","58.364","59.231","58.783","59.063","62.065","62.142","66.321","78.712","80.805","74.749","77.318","78.508"
"IMF.RES:WEO(9.0.0)","PLW.GGX_NGDP.A","OBS_VALUE","Palau, Republic of","Expenditure, General government, Percent of GDP","Annual","Units","","","","","","56.586","49.552","48.557","48.233","48.541","40.297","45.532","49.063","44.329","42.327","47.781","43.412","43.234","40.125","39.842","35.477","37.596","34.889","37.785","42.715","58.216","65.029","60.745","49.658"
"IMF.RES:WEO(9.0.0)","NPL.GGR_NGDP.A","OBS_VALUE","Nepal","Revenue, General government, Percent of GDP","Annual","Units","","","","","","9.951","10.549","10.528","11.619","11.655","12.294","11.405","12.433","13.100","14.743","15.782","15.629","15.590","17.069","17.941","18.130","20.159","20.946","22.166","22.869","21.023","23.269","22.934","19.267"
"IMF.RES:WEO(9.0.0)","PAK.LUR.A","OBS_VALUE","Pakistan","Unemployment rate","Annual","Units","5.370","5.370","6.120","5.890","5.890","7.820","7.820","8.270","8.270","7.690","7.690","6.200","5.200","5.200","5.460","5.550","5.950","5.950","5.975","6.000","5.900","5.880","5.832","5.800","6.900","6.562","6.300","6.200","8.500"
"IMF.RES:WEO(9.0.0)","MDV.NID_NGDP.A","OBS_VALUE","Maldives","Gross capital formation, Percent of GDP","Annual","Units","37.516","37.516","37.516","37.516","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","26.731","27.861","31.905","39.766","42.820","48.970","43.161","35.512","25.186","32.990","32.732"
"IMF.RES:WEO(9.0.0)","PAK.BCA_NGDPD.A","OBS_VALUE","Pakistan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.192","-4.039","-3.532","-1.681","-1.933","-0.216","0.335","2.886","3.618","1.385","-1.015","-3.026","-3.678","-6.819","-4.950","-2.006","0.093","-1.863","-0.965","-1.153","-0.939","-1.582","-3.617","-5.389","-4.184","-1.481","-0.809","-4.663","-0.973"
"IMF.RES:WEO(9.0.0)","MDV.GGR_NGDP.A","OBS_VALUE","Maldives","Revenue, General government, Percent of GDP","Annual","Units","25.662","25.264","23.761","23.652","24.995","25.153","25.683","25.609","22.929","21.809","30.978","30.522","31.654","25.644","19.057","19.613","23.130","22.862","23.504","26.666","27.273","27.412","27.336","26.718","26.376","26.656","26.446","30.827","33.504"
"IMF.RES:WEO(9.0.0)","NPL.BCA_NGDPD.A","OBS_VALUE","Nepal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.861","-4.383","-0.624","-0.823","3.538","5.593","6.705","3.403","2.125","2.368","1.751","1.865","-0.117","2.403","3.655","-2.071","-0.834","4.188","2.864","3.998","4.381","5.459","-0.323","-7.098","-6.929","-1.013","-7.701","-12.564","-0.879"
"IMF.RES:WEO(9.0.0)","NPL.NID_NGDP.A","OBS_VALUE","Nepal","Gross capital formation, Percent of GDP","Annual","Units","25.579","27.321","25.604","25.208","21.051","24.234","24.256","22.508","23.615","26.453","28.040","28.580","30.272","31.898","32.962","38.953","27.810","28.603","29.677","30.986","31.277","28.241","37.325","39.548","41.379","30.440","35.164","37.644","31.149"
"IMF.RES:WEO(9.0.0)","MDV.PCPIPCH.A","OBS_VALUE","Maldives","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","5.488","6.244","7.579","-1.410","2.956","-1.178","0.673","0.927","-2.803","6.339","2.460","3.500","6.795","12.041","4.530","6.150","11.273","10.891","3.997","2.448","1.371","0.801","2.272","1.367","1.326","-1.594","0.213","2.601","2.605"
"IMF.RES:WEO(9.0.0)","PAK.NGSD_NGDP.A","OBS_VALUE","Pakistan","Gross national savings, Percent of GDP","Annual","Units","12.667","11.181","10.824","12.509","10.537","16.094","16.332","17.848","18.932","17.036","15.251","15.256","13.858","11.178","12.628","13.956","14.724","13.306","14.017","13.754","14.872","14.354","12.716","11.679","11.316","13.335","13.725","10.897","12.995"
"IMF.RES:WEO(9.0.0)","NPL.NGDP_RPCH.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.468","5.338","5.261","2.943","4.483","6.116","5.629","0.120","3.945","4.683","3.479","3.365","3.412","6.105","4.533","4.816","3.422","4.670","3.525","6.011","3.976","0.433","8.977","7.622","6.657","-2.370","4.838","5.631","1.983"
"IMF.RES:WEO(9.0.0)","THA.TX_RPCH.A","OBS_VALUE","Thailand","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","15.445","-5.525","7.234","8.242","9.031","17.488","-4.211","5.887","9.134","14.631","7.760","10.788","8.894","6.264","-12.140","14.220","9.509","3.662","2.514","0.345","1.250","2.696","5.181","3.351","-2.954","-19.681","11.089","6.159","2.357"
"IMF.RES:WEO(9.0.0)","THA.TM_RPCH.A","OBS_VALUE","Thailand","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change","Annual","Units","19.968","-0.605","-11.298","-21.647","10.489","27.118","-5.496","6.221","11.096","20.305","16.190","2.943","4.200","11.399","-20.772","22.956","12.400","5.629","1.681","-5.298","0.004","-0.992","6.227","8.274","-5.167","-13.911","17.874","3.431","-2.506"
"IMF.RES:WEO(9.0.0)","VNM.BCA_NGDPD.A","OBS_VALUE","Vietnam","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.029","-6.443","-4.475","-3.971","3.230","2.147","2.228","-1.407","-3.844","-2.530","-0.765","-0.194","-7.104","-8.646","-5.122","-2.986","0.136","4.748","3.640","3.700","-0.861","0.248","-0.596","1.895","3.760","4.349","-2.202","0.341","6.372"
"IMF.RES:WEO(9.0.0)","DJI.BCA_NGDPD.A","OBS_VALUE","Djibouti","Current account balance (credit less debit), Percent of GDP","Annual","Units","37.029","35.798","35.833","33.531","35.048","19.632","43.219","51.503","47.968","30.372","30.488","4.767","-25.755","-33.329","18.670","49.499","-1.812","-23.333","-30.751","23.893","29.460","-1.000","-4.795","14.712","18.258","11.652","-6.605","18.950","18.072"
"IMF.RES:WEO(9.0.0)","DJI.PCPIPCH.A","OBS_VALUE","Djibouti","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.886","3.513","2.520","2.205","-0.401","1.184","1.891","1.404","1.590","2.439","3.281","3.514","5.896","8.730","5.551","2.485","5.242","4.221","1.063","1.342","-0.522","2.403","0.577","0.139","3.318","1.779","1.181","5.172","1.447"
"IMF.RES:WEO(9.0.0)","VNM.GGXCNL_NGDP.A","OBS_VALUE","Vietnam","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","-0.099","-1.246","-1.605","-2.192","-1.855","-2.559","-0.150","-0.954","0.201","-1.739","-0.447","-4.824","-2.251","-0.901","-5.462","-5.964","-5.017","-4.983","-3.164","-1.964","-1.021","-0.397","-2.861","-1.432","0.671","-1.718"
"IMF.RES:WEO(9.0.0)","DJI.NID_NGDP.A","OBS_VALUE","Djibouti","Gross capital formation, Percent of GDP","Annual","Units","5.912","6.357","6.705","8.516","6.002","7.509","6.820","9.096","13.075","14.690","16.089","24.250","30.264","32.324","25.966","14.776","17.128","18.294","56.908","2.847","-3.946","21.936","21.633","2.787","2.281","-0.249","-15.678","-10.596","-3.240"
"IMF.RES:WEO(9.0.0)","THA.GGXWDG_NGDP.A","OBS_VALUE","Thailand","Gross debt, General government, Percent of GDP","Annual","Units","","15.193","40.455","49.881","56.585","57.826","57.469","54.902","47.501","46.266","45.462","39.177","35.985","34.947","42.364","39.831","39.116","41.930","42.190","43.334","42.559","41.745","41.777","41.941","41.063","49.420","58.350","60.547","62.321"
"IMF.RES:WEO(9.0.0)","PLW.NGDP_RPCH.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","","","","","","","7.346","4.715","-2.128","3.472","2.885","0.230","0.686","-5.553","-6.195","-3.027","4.545","2.061","-1.394","4.214","8.570","1.667","-3.421","-0.418","0.301","-6.007","-11.915","-0.463","1.223"
"IMF.RES:WEO(9.0.0)","PHL.GGX_NGDP.A","OBS_VALUE","Philippines","Expenditure, General government, Percent of GDP","Annual","Units","19.103","19.621","20.287","20.337","20.749","20.809","21.017","20.557","20.411","19.370","18.741","18.282","18.184","17.884","19.209","18.348","17.218","17.706","17.325","16.831","17.786","19.011","19.457","20.913","21.720","25.920","27.200","25.887","24.659"
"IMF.RES:WEO(9.0.0)","SGP.GGR_NGDP.A","OBS_VALUE","Singapore","Revenue, General government, Percent of GDP","Annual","Units","18.604","20.080","20.209","20.479","21.088","20.715","19.410","18.163","16.323","16.125","14.934","14.440","16.135","17.564","15.759","15.915","17.622","17.161","16.877","17.174","17.287","18.532","18.848","17.556","17.797","17.413","16.677","16.179","18.315"
"IMF.RES:WEO(9.0.0)","THA.BCA_NGDPD.A","OBS_VALUE","Thailand","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.023","-8.027","-2.012","12.529","9.811","7.368","4.240","3.466","3.134","1.596","-4.036","1.044","5.927","0.319","7.877","3.367","2.542","-1.232","-2.102","2.858","6.916","10.508","9.631","5.620","7.033","4.183","-2.118","-3.463","1.400"
"IMF.RES:WEO(9.0.0)","PLW.NID_NGDP.A","OBS_VALUE","Palau, Republic of","Gross capital formation, Percent of GDP","Annual","Units","","","","","","65.220","49.423","50.876","48.170","48.226","43.787","39.074","35.603","32.136","25.936","26.110","30.031","28.214","24.541","31.382","28.416","28.918","32.779","28.797","34.573","42.155","37.913","44.222","35.699"
"IMF.RES:WEO(9.0.0)","PHL.NGDP_RPCH.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.625","5.860","5.186","-0.514","3.346","4.383","3.049","3.716","5.087","6.569","4.942","5.316","6.519","4.344","1.448","7.335","3.858","6.897","6.751","6.348","6.348","7.149","6.931","6.341","6.119","-9.518","5.715","7.581","5.519"
"IMF.RES:WEO(9.0.0)","PHL.GGXCNL_NGDP.A","OBS_VALUE","Philippines","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.016","0.537","0.367","-1.309","-2.288","-3.274","-3.494","-3.707","-3.491","-2.807","-1.625","-0.046","-0.285","0.016","-2.569","-2.254","-0.380","-0.220","0.369","1.321","0.144","-0.745","-0.752","-1.484","-1.503","-5.546","-6.233","-5.481","-4.377"
"IMF.RES:WEO(9.0.0)","SGP.PCPIPCH.A","OBS_VALUE","Singapore","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.725","1.379","2.023","-0.271","0.024","1.348","1.015","-0.392","0.487","1.672","0.473","0.966","2.110","6.635","0.589","2.829","5.251","4.581","2.364","1.033","-0.522","-0.530","0.577","0.439","0.568","-0.172","2.316","6.131","4.834"
"IMF.RES:WEO(9.0.0)","PHL.NGSD_NGDP.A","OBS_VALUE","Philippines","Gross national savings, Percent of GDP","Annual","Units","19.455","19.106","19.441","22.064","12.844","13.021","16.728","20.125","19.856","22.441","20.419","21.470","21.304","19.047","22.228","23.887","23.149","22.214","24.652","24.540","23.712","24.242","24.906","24.591","25.593","20.634","19.633","20.170","20.572"
"IMF.RES:WEO(9.0.0)","SGP.TX_RPCH.A","OBS_VALUE","Singapore","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","21.087","9.346","10.231","-4.417","8.018","14.328","-3.641","7.381","13.871","19.399","12.780","10.954","8.538","5.261","-7.204","17.788","7.691","1.397","6.140","3.620","4.968","0.138","7.547","8.254","0.073","-0.444","8.794","4.923","5.712"
"IMF.RES:WEO(9.0.0)","SGP.GGXCNL_NGDP.A","OBS_VALUE","Singapore","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","4.804","1.983","5.663","2.414","5.204","4.593","1.197","2.232","0.678","2.060","2.556","2.160","7.120","3.589","-0.094","5.684","7.962","7.336","5.963","4.600","2.860","3.255","5.244","3.680","3.769","-6.734","1.126","1.208","3.468"
"IMF.RES:WEO(9.0.0)","THA.NGDP_RPCH.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","8.120","5.652","-2.754","-7.634","4.572","4.455","3.444","6.149","7.189","6.289","4.188","4.968","5.435","1.726","-0.691","7.513","0.840","7.243","2.687","0.984","3.134","3.435","4.178","4.223","2.115","-6.050","1.542","2.627","2.009"
"IMF.RES:WEO(9.0.0)","PHL.LUR.A","OBS_VALUE","Philippines","Unemployment rate","Annual","Units","9.525","8.525","8.675","10.050","9.725","11.175","11.125","11.400","11.400","11.825","11.350","7.950","7.325","7.400","7.475","7.325","7.025","6.975","7.075","6.800","6.275","5.475","5.725","5.325","5.100","10.400","7.783","5.400","4.358"
"IMF.RES:WEO(9.0.0)","THA.GGR_NGDP.A","OBS_VALUE","Thailand","Revenue, General government, Percent of GDP","Annual","Units","20.230","20.711","19.954","17.629","17.455","17.554","19.056","18.990","20.264","20.437","21.753","20.606","20.219","20.027","19.508","20.939","21.208","21.391","22.232","21.487","22.464","21.769","21.100","21.362","20.980","20.409","20.022","20.047","20.862"
"IMF.RES:WEO(9.0.0)","THA.NGSD_NGDP.A","OBS_VALUE","Thailand","Gross national savings, Percent of GDP","Annual","Units","35.045","34.692","32.204","32.644","30.015","30.051","27.959","26.578","27.116","27.792","26.384","28.055","31.423","28.546","28.513","28.724","29.334","26.792","25.356","26.777","29.271","31.614","32.565","30.839","30.847","27.938","26.551","24.396","23.860"
"IMF.RES:WEO(9.0.0)","PLW.TX_RPCH.A","OBS_VALUE","Palau, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","","","","","","","10.237","4.142","-17.603","7.523","19.043","1.906","-0.091","-5.596","-8.901","5.817","14.563","8.845","-3.695","7.404","13.205","-1.224","-9.751","-7.924","-11.850","-43.618","-75.134","137.068","64.280"
